time_s,x_m,y_m,course_deg,speed_ms,rudder_deg,rpm_percent
31.00,-3423.98,-757.84,0.00,3.810,0.00,50.0
32.00,-3423.98,-754.06,0.00,3.784,0.00,50.0
33.00,-3423.98,-750.30,0.00,3.758,0.00,50.0
34.00,-3423.98,-746.57,0.00,3.733,0.00,50.0
35.00,-3423.98,-742.86,0.00,3.708,0.00,50.0
36.00,-3423.98,-739.18,0.00,3.684,0.00,50.0
37.00,-3423.98,-735.52,0.00,3.660,0.00,50.0
38.00,-3423.98,-731.88,0.00,3.637,0.00,50.0
39.00,-3423.98,-728.27,0.00,3.614,0.00,50.0
40.00,-3423.98,-724.67,0.00,3.592,0.00,50.0
41.00,-3423.98,-721.10,0.00,3.570,0.00,50.0
42.00,-3423.98,-717.56,0.00,3.549,0.00,50.0
43.00,-3423.98,-714.03,0.00,3.528,0.00,50.0
44.00,-3423.98,-710.52,0.00,3.507,0.00,50.0
45.00,-3423.98,-707.03,0.00,3.487,0.00,50.0
46.00,-3423.98,-703.57,0.00,3.467,0.00,50.0
47.00,-3423.98,-700.12,0.00,3.448,0.00,50.0
48.00,-3423.98,-696.69,0.00,3.429,0.00,50.0
49.00,-3423.98,-693.28,0.00,3.410,0.00,50.0
50.00,-3423.98,-689.89,0.00,3.392,0.00,50.0
51.00,-3423.98,-686.51,0.00,3.374,0.00,50.0
52.00,-3423.98,-683.16,0.00,3.357,0.00,50.0
