time_s,x_m,y_m,course_deg,speed_ms,rudder_deg,rpm_percent
95.00,-1629.89,-313.41,44.00,2.859,0.00,50.0
96.00,-1627.91,-311.36,44.00,2.852,0.00,50.0
97.00,-1625.93,-309.31,44.00,2.845,0.00,50.0
98.00,-1623.96,-307.27,44.00,2.838,0.00,50.0
99.00,-1621.99,-305.23,44.00,2.832,0.00,50.0
100.00,-1620.03,-303.20,44.00,2.825,0.00,50.0
101.00,-1618.07,-301.17,44.00,2.818,0.00,50.0
102.00,-1616.12,-299.15,44.00,2.812,0.00,50.0
103.00,-1614.17,-297.13,44.00,2.806,0.00,50.0
104.00,-1612.23,-295.12,44.00,2.800,0.00,50.0
105.00,-1610.28,-293.11,44.00,2.794,0.00,50.0
106.00,-1608.35,-291.10,44.00,2.788,0.00,50.0
107.00,-1606.42,-289.10,44.00,2.782,0.00,50.0
108.00,-1604.49,-287.11,44.00,2.776,0.00,50.0
109.00,-1602.56,-285.11,44.00,2.771,0.00,50.0
110.00,-1600.64,-283.12,44.00,2.765,0.00,50.0
111.00,-1598.72,-281.14,44.00,2.760,0.00,50.0
112.00,-1596.81,-279.16,44.00,2.755,0.00,50.0
113.00,-1594.90,-277.18,44.00,2.750,0.00,50.0
114.00,-1592.99,-275.20,44.00,2.745,0.00,50.0
115.00,-1591.09,-273.23,44.00,2.740,0.00,50.0
116.00,-1589.19,-271.26,44.00,2.735,0.00,50.0
117.00,-1587.29,-269.30,44.00,2.730,0.00,50.0
118.00,-1585.40,-267.34,44.00,2.726,0.00,50.0
119.00,-1583.51,-265.38,44.00,2.721,0.00,50.0
120.00,-1581.62,-263.43,44.00,2.717,0.00,50.0
121.00,-1579.74,-261.48,44.00,2.713,0.00,50.0
122.00,-1577.86,-259.53,44.00,2.708,0.00,50.0
123.00,-1575.98,-257.58,44.00,2.704,0.00,50.0
124.00,-1574.10,-255.64,44.00,2.700,0.00,50.0
125.00,-1572.23,-253.70,44.00,2.696,0.00,50.0
