time_s,x_m,y_m,course_deg,speed_ms,rudder_deg,rpm_percent,rot_deg_min
16807.00,17856.74,23875.28,45.00,2.000,0.00,40.0,0.00
16808.00,17858.16,23876.70,45.00,2.000,0.00,40.0,0.00
16809.00,17859.57,23878.11,45.00,2.000,0.00,40.0,0.00
16810.00,17860.98,23879.52,45.00,2.000,0.00,40.0,0.00
16811.00,17862.40,23880.94,45.00,2.000,0.00,40.0,0.00
16812.00,17863.81,23882.35,45.00,2.000,0.00,40.0,0.00
16813.00,17865.23,23883.77,45.00,2.000,0.00,40.0,0.00
16814.00,17866.64,23885.18,45.00,2.000,0.00,40.0,0.00
16815.00,17868.05,23886.60,45.00,2.000,0.00,40.0,0.00
16816.00,17869.47,23888.01,45.00,2.000,0.00,40.0,0.00
16817.00,17870.88,23889.42,45.00,2.000,0.00,40.0,0.00
16818.00,17872.30,23890.84,45.00,2.000,0.00,40.0,0.00
16819.00,17873.71,23892.25,45.00,2.000,0.00,40.0,0.00
16820.00,17875.13,23893.67,45.00,2.000,0.00,40.0,0.00
16821.00,17876.54,23895.08,45.00,2.000,0.00,40.0,0.00
16822.00,17877.95,23896.50,45.00,2.000,0.00,40.0,0.00
16823.00,17879.37,23897.91,45.00,2.000,0.00,40.0,0.00
16824.00,17880.78,23899.32,45.00,2.000,0.00,40.0,0.00
16825.00,17882.20,23900.74,45.00,2.000,0.00,40.0,0.00
16826.00,17883.61,23902.15,45.00,2.000,0.00,40.0,0.00
16827.00,17885.03,23903.57,45.00,2.000,0.00,40.0,0.00
16828.00,17886.44,23904.98,45.00,2.000,0.00,40.0,0.00
16829.00,17887.85,23906.40,45.00,2.000,0.00,40.0,0.00
16830.00,17889.27,23907.81,45.00,2.000,0.00,40.0,0.00
16831.00,17890.68,23909.22,45.00,2.000,0.00,40.0,0.00
16832.00,17892.10,23910.64,45.00,2.000,0.00,40.0,0.00
16833.00,17893.51,23912.05,45.00,2.000,0.00,40.0,0.00
16834.00,17894.92,23913.47,45.00,2.000,0.00,40.0,0.00
16835.00,17896.34,23914.88,45.00,2.000,0.00,40.0,0.00
16836.00,17897.75,23916.29,45.00,2.000,0.00,40.0,0.00
16837.00,17899.17,23917.71,45.00,2.000,0.00,40.0,0.00
16838.00,17900.58,23919.12,45.00,2.000,0.00,40.0,0.00
16839.00,17902.00,23920.54,45.00,2.000,0.00,40.0,0.00
16840.00,17903.41,23921.95,45.00,2.000,0.00,40.0,0.00
16841.00,17904.82,23923.37,45.00,2.000,0.00,40.0,0.00
16842.00,17906.24,23924.78,45.00,2.000,0.00,40.0,0.00
16843.00,17907.65,23926.19,45.00,2.000,0.00,40.0,0.00
16844.00,17909.07,23927.61,45.00,2.000,0.00,40.0,0.00
16845.00,17910.48,23929.02,45.00,2.000,0.00,40.0,0.00
16846.00,17911.90,23930.44,45.00,2.000,0.00,40.0,0.00
16847.00,17913.31,23931.85,45.00,2.000,0.00,40.0,0.00
16848.00,17914.72,23933.27,45.00,2.000,0.00,40.0,0.00
16849.00,17916.14,23934.68,45.00,2.000,0.00,40.0,0.00
16850.00,17917.55,23936.09,45.00,2.000,0.00,40.0,0.00
16851.00,17918.97,23937.51,45.00,2.000,0.00,40.0,0.00
16852.00,17920.38,23938.92,45.00,2.000,0.00,40.0,0.00
16853.00,17921.79,23940.34,45.00,2.000,0.00,40.0,0.00
16854.00,17923.21,23941.75,45.00,2.000,0.00,40.0,0.00
16855.00,17924.62,23943.16,45.00,2.000,0.00,40.0,0.00
16856.00,17926.04,23944.58,45.00,2.000,0.00,40.0,0.00
16857.00,17927.45,23945.99,45.00,2.000,0.00,40.0,0.00
16858.00,17928.87,23947.41,45.00,2.000,0.00,40.0,0.00
16859.00,17930.28,23948.82,45.00,2.000,0.00,40.0,0.00
16860.00,17931.69,23950.24,45.00,2.000,0.00,40.0,0.00
16861.00,17933.11,23951.65,45.00,2.000,0.00,40.0,0.00
16862.00,17934.52,23953.06,45.00,2.000,0.00,40.0,0.00
16863.00,17935.94,23954.48,45.00,2.000,0.00,40.0,0.00
16864.00,17937.35,23955.89,45.00,2.000,0.00,40.0,0.00
16865.00,17938.77,23957.31,45.00,2.000,0.00,40.0,0.00
16866.00,17940.18,23958.72,45.00,2.000,0.00,40.0,0.00
16867.00,17941.59,23960.14,45.00,2.000,0.00,40.0,0.00
16868.00,17943.01,23961.55,45.00,2.000,0.00,40.0,0.00
16869.00,17944.42,23962.96,45.00,2.000,0.00,40.0,0.00
16870.00,17945.84,23964.38,45.00,2.000,0.00,40.0,0.00
16871.00,17947.25,23965.79,45.00,2.000,0.00,40.0,0.00
16872.00,17948.66,23967.21,45.00,2.000,0.00,40.0,0.00
16873.00,17950.08,23968.62,45.00,2.000,0.00,40.0,0.00
16874.00,17951.49,23970.03,45.00,2.000,0.00,40.0,0.00
16875.00,17952.91,23971.45,45.00,2.000,0.00,40.0,0.00
16876.00,17954.32,23972.86,45.00,2.000,0.00,40.0,0.00
16877.00,17955.74,23974.28,45.00,2.000,0.00,40.0,0.00
16878.00,17957.15,23975.69,45.00,2.000,0.00,40.0,0.00
16879.00,17958.56,23977.11,45.00,2.000,0.00,40.0,0.00
16880.00,17959.98,23978.52,45.00,2.000,0.00,40.0,0.00
16881.00,17961.39,23979.93,45.00,2.000,0.00,40.0,0.00
