time_s,x_m,y_m,course_deg,speed_ms,rudder_deg,rpm_percent
4.00,2009.00,-1990.79,340.00,4.760,0.00,50.0
5.00,2007.39,-1986.36,340.00,4.715,0.00,50.0
6.00,2005.79,-1981.97,340.00,4.670,0.00,50.0
7.00,2004.21,-1977.62,340.00,4.627,0.00,50.0
8.00,2002.64,-1973.32,340.00,4.584,0.00,50.0
9.00,2001.09,-1969.05,340.00,4.543,0.00,50.0
10.00,1999.55,-1964.82,340.00,4.502,0.00,50.0
11.00,1998.02,-1960.62,340.00,4.462,0.00,50.0
12.00,1996.51,-1956.47,340.00,4.423,0.00,50.0
13.00,1995.01,-1952.35,340.00,4.384,0.00,50.0
14.00,1993.53,-1948.26,340.00,4.346,0.00,50.0
15.00,1992.05,-1944.22,340.00,4.309,0.00,50.0
16.00,1990.59,-1940.20,340.00,4.273,0.00,50.0
17.00,1989.14,-1936.22,340.00,4.238,0.00,50.0
18.00,1987.70,-1932.27,340.00,4.203,0.00,50.0
19.00,1986.28,-1928.35,340.00,4.169,0.00,50.0
20.00,1984.86,-1924.46,340.00,4.136,0.00,50.0
21.00,1983.46,-1920.61,340.00,4.103,0.00,50.0
22.00,1982.07,-1916.78,340.00,4.071,0.00,50.0
23.00,1980.69,-1912.99,340.00,4.039,5.00,50.0
24.00,1979.32,-1909.22,340.00,4.009,5.00,50.0
25.00,1977.95,-1905.48,340.01,3.978,5.00,50.0
26.00,1976.60,-1901.77,340.01,3.949,5.00,50.0
27.00,1975.26,-1898.09,340.01,3.920,5.00,50.0
28.00,1973.93,-1894.43,340.02,3.892,5.00,50.0
29.00,1972.61,-1890.80,340.02,3.864,5.00,50.0
30.00,1971.30,-1887.19,340.03,3.836,5.00,50.0
31.00,1970.00,-1883.61,340.04,3.810,5.00,50.0
32.00,1968.71,-1880.06,340.05,3.784,5.00,50.0
33.00,1967.43,-1876.52,340.06,3.758,5.00,50.0
34.00,1966.16,-1873.01,340.07,3.733,5.00,50.0
35.00,1964.89,-1869.53,340.08,3.708,5.00,50.0
36.00,1963.64,-1866.07,340.09,3.684,5.00,50.0
37.00,1962.39,-1862.62,340.10,3.660,5.00,50.0
38.00,1961.15,-1859.20,340.11,3.637,5.00,50.0
39.00,1959.92,-1855.81,340.12,3.614,5.00,50.0
40.00,1958.70,-1852.44,340.14,3.582,10.00,40.0
41.00,1957.50,-1849.10,340.15,3.550,10.00,40.0
42.00,1956.30,-1845.79,340.17,3.519,10.00,40.0
43.00,1955.12,-1842.51,340.19,3.489,10.00,40.0
44.00,1953.95,-1839.25,340.21,3.459,10.00,40.0
