time_s,x_m,y_m,course_deg,speed_ms,rudder_deg,rpm_percent
9.00,2001.09,-1969.05,340.00,4.543,0.00,50.0
10.00,1999.55,-1964.82,340.00,4.502,0.00,50.0
11.00,1998.02,-1960.62,340.00,4.462,0.00,50.0
12.00,1996.51,-1956.47,340.00,4.423,0.00,50.0
13.00,1995.01,-1952.35,340.00,4.384,0.00,50.0
14.00,1993.53,-1948.26,340.00,4.346,0.00,50.0
15.00,1992.05,-1944.22,340.00,4.309,0.00,50.0
16.00,1990.59,-1940.20,340.00,4.273,0.00,50.0
17.00,1989.14,-1936.22,340.00,4.238,0.00,50.0
18.00,1987.70,-1932.27,340.00,4.203,0.00,50.0
19.00,1986.28,-1928.35,340.00,4.169,0.00,50.0
20.00,1984.86,-1924.46,340.00,4.136,0.00,50.0
21.00,1983.46,-1920.61,340.00,4.103,0.00,50.0
22.00,1982.07,-1916.78,340.00,4.071,0.00,50.0
23.00,1980.69,-1912.99,340.00,4.039,0.00,50.0
24.00,1979.32,-1909.22,340.00,4.009,0.00,50.0
25.00,1977.95,-1905.48,340.00,3.978,0.00,50.0
26.00,1976.60,-1901.77,340.00,3.949,0.00,50.0
27.00,1975.26,-1898.09,340.00,3.920,0.00,50.0
28.00,1973.93,-1894.43,340.00,3.892,0.00,50.0
29.00,1972.61,-1890.80,340.00,3.864,0.00,50.0
30.00,1971.30,-1887.19,340.00,3.836,0.00,50.0
31.00,1970.00,-1883.61,340.00,3.810,0.00,50.0
32.00,1968.70,-1880.06,340.00,3.784,0.00,50.0
33.00,1967.42,-1876.53,340.00,3.758,0.00,50.0
34.00,1966.14,-1873.02,340.00,3.733,0.00,50.0
35.00,1964.87,-1869.54,340.00,3.708,0.00,50.0
36.00,1963.61,-1866.07,340.00,3.684,0.00,50.0
37.00,1962.36,-1862.63,340.00,3.660,0.00,50.0
38.00,1961.12,-1859.22,340.00,3.637,0.00,50.0
39.00,1959.88,-1855.82,340.00,3.614,0.00,50.0
40.00,1958.65,-1852.45,340.00,3.592,0.00,50.0
41.00,1957.43,-1849.09,340.00,3.570,0.00,50.0
42.00,1956.22,-1845.76,340.00,3.549,0.00,50.0
43.00,1955.01,-1842.44,340.00,3.528,0.00,50.0
44.00,1953.81,-1839.15,340.00,3.507,0.00,50.0
45.00,1952.62,-1835.87,340.00,3.487,0.00,50.0
46.00,1951.43,-1832.61,340.00,3.467,0.00,50.0
47.00,1950.25,-1829.37,340.00,3.448,0.00,50.0
48.00,1949.08,-1826.15,340.00,3.429,0.00,50.0
49.00,1947.91,-1822.94,340.00,3.410,0.00,50.0
50.00,1946.75,-1819.76,340.00,3.392,0.00,50.0
51.00,1945.60,-1816.59,340.00,3.374,0.00,50.0
52.00,1944.45,-1813.43,340.00,3.357,0.00,50.0
53.00,1943.31,-1810.29,340.00,3.340,0.00,50.0
54.00,1942.17,-1807.17,340.00,3.323,0.00,50.0
55.00,1941.04,-1804.06,340.00,3.306,0.00,50.0
56.00,1939.92,-1800.97,340.00,3.290,0.00,50.0
57.00,1938.80,-1797.89,340.00,3.275,0.00,50.0
58.00,1937.68,-1794.83,340.00,3.259,0.00,50.0
59.00,1936.57,-1791.78,340.00,3.244,0.00,50.0
60.00,1935.47,-1788.75,340.00,3.229,0.00,50.0
61.00,1934.37,-1785.73,340.00,3.214,0.00,50.0
62.00,1933.27,-1782.72,340.00,3.200,0.00,50.0
63.00,1932.18,-1779.73,340.00,3.186,0.00,50.0
64.00,1931.10,-1776.75,340.00,3.172,0.00,50.0
65.00,1930.02,-1773.78,340.00,3.159,0.00,50.0
66.00,1928.95,-1770.83,340.00,3.136,5.00,40.0
67.00,1927.88,-1767.91,340.00,3.113,5.00,40.0
68.00,1926.82,-1765.00,340.01,3.091,5.00,40.0
69.00,1925.77,-1762.12,340.01,3.069,5.00,40.0
70.00,1924.73,-1759.25,340.01,3.048,5.00,40.0
71.00,1923.70,-1756.41,340.02,3.027,5.00,40.0
72.00,1922.67,-1753.58,340.02,3.006,5.00,40.0
73.00,1921.65,-1750.78,340.03,2.986,5.00,40.0
74.00,1920.64,-1747.99,340.04,2.966,5.00,40.0
75.00,1919.63,-1745.22,340.05,2.947,5.00,40.0
76.00,1918.63,-1742.47,340.06,2.928,5.00,40.0
77.00,1917.64,-1739.73,340.07,2.909,5.00,40.0
78.00,1916.65,-1737.01,340.08,2.891,5.00,40.0
79.00,1915.68,-1734.31,340.09,2.873,5.00,40.0
80.00,1914.70,-1731.63,340.10,2.856,5.00,40.0
81.00,1913.74,-1728.96,340.11,2.839,5.00,40.0
82.00,1912.78,-1726.30,340.12,2.822,5.00,40.0
83.00,1911.82,-1723.67,340.14,2.806,5.00,40.0
84.00,1910.87,-1721.04,340.15,2.790,5.00,40.0
85.00,1909.93,-1718.43,340.16,2.774,5.00,40.0
86.00,1909.00,-1715.84,340.18,2.758,5.00,40.0
87.00,1908.07,-1713.26,340.19,2.743,5.00,40.0
88.00,1907.14,-1710.69,340.21,2.728,5.00,40.0
89.00,1906.22,-1708.14,340.22,2.714,5.00,40.0
90.00,1905.31,-1705.60,340.24,2.699,5.00,40.0
91.00,1904.40,-1703.07,340.26,2.685,5.00,40.0
92.00,1903.50,-1700.56,340.27,2.672,5.00,40.0
93.00,1902.60,-1698.05,340.29,2.658,5.00,40.0
94.00,1901.71,-1695.56,340.31,2.645,5.00,40.0
95.00,1900.82,-1693.08,340.33,2.632,5.00,40.0
96.00,1899.94,-1690.62,340.35,2.620,5.00,40.0
97.00,1899.06,-1688.16,340.37,2.607,5.00,40.0
98.00,1898.19,-1685.72,340.38,2.595,5.00,40.0
99.00,1897.33,-1683.29,340.40,2.583,5.00,40.0
100.00,1896.46,-1680.86,340.42,2.571,5.00,40.0
101.00,1895.61,-1678.45,340.44,2.560,5.00,40.0
102.00,1894.75,-1676.05,340.46,2.549,5.00,40.0
103.00,1893.90,-1673.66,340.49,2.538,5.00,40.0
104.00,1893.06,-1671.28,340.51,2.527,5.00,40.0
105.00,1892.22,-1668.90,340.53,2.517,5.00,40.0
106.00,1891.38,-1666.53,340.55,2.516,0.00,50.0
107.00,1890.54,-1664.16,340.57,2.516,0.00,50.0
108.00,1889.71,-1661.79,340.59,2.516,0.00,50.0
109.00,1888.87,-1659.41,340.61,2.515,0.00,50.0
110.00,1888.04,-1657.04,340.62,2.515,0.00,50.0
111.00,1887.20,-1654.67,340.64,2.515,0.00,50.0
112.00,1886.37,-1652.30,340.66,2.514,0.00,50.0
113.00,1885.53,-1649.93,340.67,2.514,0.00,50.0
114.00,1884.70,-1647.55,340.69,2.514,0.00,50.0
115.00,1883.87,-1645.18,340.70,2.514,0.00,50.0
116.00,1883.04,-1642.81,340.72,2.513,0.00,50.0
117.00,1882.21,-1640.44,340.73,2.513,0.00,50.0
118.00,1881.38,-1638.06,340.75,2.513,0.00,50.0
119.00,1880.55,-1635.69,340.76,2.512,0.00,50.0
120.00,1879.73,-1633.32,340.77,2.512,0.00,50.0
121.00,1878.90,-1630.95,340.79,2.512,0.00,50.0
122.00,1878.07,-1628.58,340.80,2.512,0.00,50.0
123.00,1877.25,-1626.21,340.81,2.512,0.00,50.0
124.00,1876.42,-1623.83,340.82,2.511,0.00,50.0
125.00,1875.60,-1621.46,340.83,2.511,0.00,50.0
126.00,1874.77,-1619.09,340.84,2.511,0.00,50.0
127.00,1873.95,-1616.72,340.85,2.511,0.00,50.0
128.00,1873.12,-1614.35,340.86,2.510,0.00,50.0
129.00,1872.30,-1611.98,340.87,2.510,0.00,50.0
130.00,1871.48,-1609.60,340.88,2.510,0.00,50.0
131.00,1870.66,-1607.23,340.89,2.510,0.00,50.0
132.00,1869.83,-1604.86,340.90,2.510,0.00,50.0
133.00,1869.01,-1602.49,340.90,2.509,0.00,50.0
134.00,1868.19,-1600.12,340.91,2.509,0.00,50.0
135.00,1867.37,-1597.75,340.92,2.509,0.00,50.0
136.00,1866.55,-1595.38,340.93,2.509,0.00,50.0
137.00,1865.73,-1593.01,340.93,2.509,0.00,50.0
138.00,1864.91,-1590.64,340.94,2.508,0.00,50.0
139.00,1864.09,-1588.26,340.95,2.508,0.00,50.0
140.00,1863.27,-1585.89,340.96,2.508,0.00,50.0
141.00,1862.46,-1583.52,340.96,2.508,0.00,50.0
142.00,1861.64,-1581.15,340.97,2.508,0.00,50.0
143.00,1860.82,-1578.78,340.97,2.508,0.00,50.0
144.00,1860.00,-1576.41,340.98,2.508,0.00,50.0
145.00,1859.19,-1574.04,340.98,2.507,0.00,50.0
146.00,1858.37,-1571.67,340.99,2.507,0.00,50.0
147.00,1857.55,-1569.30,340.99,2.507,0.00,50.0
148.00,1856.74,-1566.93,341.00,2.507,0.00,50.0
149.00,1855.92,-1564.56,341.00,2.507,0.00,50.0
150.00,1855.10,-1562.19,341.01,2.507,0.00,50.0
151.00,1854.29,-1559.82,341.01,2.507,0.00,50.0
152.00,1853.47,-1557.45,341.02,2.506,0.00,50.0
153.00,1852.66,-1555.08,341.02,2.506,0.00,50.0
154.00,1851.84,-1552.71,341.03,2.506,0.00,50.0
155.00,1851.03,-1550.34,341.03,2.506,0.00,50.0
156.00,1850.21,-1547.97,341.03,2.506,0.00,50.0
157.00,1849.40,-1545.60,341.04,2.506,0.00,50.0
158.00,1848.58,-1543.23,341.04,2.506,0.00,50.0
159.00,1847.77,-1540.86,341.04,2.506,0.00,50.0
160.00,1846.96,-1538.49,341.05,2.505,0.00,50.0
161.00,1846.14,-1536.12,341.05,2.505,0.00,50.0
162.00,1845.33,-1533.75,341.05,2.505,0.00,50.0
163.00,1844.52,-1531.38,341.06,2.505,0.00,50.0
164.00,1843.70,-1529.01,341.06,2.505,0.00,50.0
165.00,1842.89,-1526.64,341.06,2.505,0.00,50.0
166.00,1842.08,-1524.27,341.07,2.505,0.00,50.0
167.00,1841.26,-1521.91,341.07,2.505,0.00,50.0
168.00,1840.45,-1519.54,341.07,2.505,0.00,50.0
169.00,1839.64,-1517.17,341.07,2.505,0.00,50.0
170.00,1838.83,-1514.80,341.07,2.504,0.00,50.0
171.00,1838.01,-1512.43,341.08,2.504,0.00,50.0
172.00,1837.20,-1510.06,341.08,2.504,0.00,50.0
173.00,1836.39,-1507.69,341.08,2.504,0.00,50.0
174.00,1835.58,-1505.32,341.08,2.504,0.00,50.0
175.00,1834.77,-1502.95,341.09,2.504,0.00,50.0
176.00,1833.95,-1500.59,341.09,2.504,0.00,50.0
177.00,1833.14,-1498.22,341.09,2.504,0.00,50.0
178.00,1832.33,-1495.85,341.09,2.504,0.00,50.0
179.00,1831.52,-1493.48,341.09,2.504,0.00,50.0
180.00,1830.71,-1491.11,341.09,2.504,0.00,50.0
181.00,1829.90,-1488.74,341.10,2.504,0.00,50.0
182.00,1829.09,-1486.37,341.10,2.503,0.00,50.0
183.00,1828.28,-1484.01,341.10,2.503,0.00,50.0
184.00,1827.46,-1481.64,341.10,2.503,0.00,50.0
185.00,1826.65,-1479.27,341.10,2.503,0.00,50.0
186.00,1825.84,-1476.90,341.10,2.503,0.00,50.0
187.00,1825.03,-1474.53,341.10,2.503,0.00,50.0
188.00,1824.22,-1472.16,341.11,2.503,0.00,50.0
189.00,1823.41,-1469.80,341.11,2.503,0.00,50.0
190.00,1822.60,-1467.43,341.11,2.503,0.00,50.0
191.00,1821.79,-1465.06,341.11,2.503,0.00,50.0
192.00,1820.98,-1462.69,341.11,2.503,0.00,50.0
193.00,1820.17,-1460.32,341.11,2.503,0.00,50.0
194.00,1819.36,-1457.96,341.11,2.503,0.00,50.0
195.00,1818.55,-1455.59,341.11,2.503,0.00,50.0
196.00,1817.74,-1453.22,341.11,2.503,0.00,50.0
197.00,1816.93,-1450.85,341.12,2.503,0.00,50.0
198.00,1816.12,-1448.48,341.12,2.503,0.00,50.0
199.00,1815.31,-1446.12,341.12,2.502,0.00,50.0
200.00,1814.50,-1443.75,341.12,2.502,0.00,50.0
201.00,1813.69,-1441.38,341.12,2.502,0.00,50.0
202.00,1812.88,-1439.01,341.12,2.502,0.00,50.0
203.00,1812.07,-1436.65,341.12,2.502,0.00,50.0
204.00,1811.26,-1434.28,341.12,2.502,0.00,50.0
205.00,1810.45,-1431.91,341.12,2.502,0.00,50.0
206.00,1809.64,-1429.54,341.12,2.502,0.00,50.0
207.00,1808.83,-1427.18,341.12,2.502,0.00,50.0
208.00,1808.02,-1424.81,341.12,2.502,0.00,50.0
209.00,1807.21,-1422.44,341.12,2.502,0.00,50.0
210.00,1806.40,-1420.07,341.13,2.502,0.00,50.0
211.00,1805.59,-1417.71,341.13,2.502,0.00,50.0
212.00,1804.79,-1415.34,341.13,2.502,0.00,50.0
213.00,1803.98,-1412.97,341.13,2.502,0.00,50.0
214.00,1803.17,-1410.60,341.13,2.502,0.00,50.0
215.00,1802.36,-1408.24,341.13,2.502,0.00,50.0
216.00,1801.55,-1405.87,341.13,2.502,0.00,50.0
217.00,1800.74,-1403.50,341.13,2.502,0.00,50.0
218.00,1799.93,-1401.13,341.13,2.502,0.00,50.0
219.00,1799.12,-1398.77,341.13,2.502,0.00,50.0
220.00,1798.31,-1396.40,341.13,2.502,0.00,50.0
221.00,1797.50,-1394.03,341.13,2.502,0.00,50.0
222.00,1796.69,-1391.67,341.13,2.502,0.00,50.0
223.00,1795.88,-1389.30,341.13,2.502,0.00,50.0
224.00,1795.08,-1386.93,341.13,2.501,0.00,50.0
225.00,1794.27,-1384.56,341.13,2.501,0.00,50.0
226.00,1793.46,-1382.20,341.13,2.501,0.00,50.0
227.00,1792.65,-1379.83,341.13,2.501,0.00,50.0
228.00,1791.84,-1377.46,341.13,2.501,0.00,50.0
229.00,1791.03,-1375.10,341.13,2.501,0.00,50.0
230.00,1790.22,-1372.73,341.13,2.501,0.00,50.0
231.00,1789.41,-1370.36,341.13,2.501,0.00,50.0
232.00,1788.60,-1368.00,341.13,2.501,0.00,50.0
233.00,1787.80,-1365.63,341.13,2.501,0.00,50.0
234.00,1786.99,-1363.26,341.14,2.501,0.00,50.0
235.00,1786.18,-1360.90,341.14,2.501,0.00,50.0
236.00,1785.37,-1358.53,341.14,2.501,0.00,50.0
237.00,1784.56,-1356.16,341.14,2.501,0.00,50.0
238.00,1783.75,-1353.79,341.14,2.501,0.00,50.0
239.00,1782.94,-1351.43,341.14,2.501,0.00,50.0
240.00,1782.14,-1349.06,341.14,2.501,0.00,50.0
241.00,1781.33,-1346.69,341.14,2.501,0.00,50.0
242.00,1780.52,-1344.33,341.14,2.501,0.00,50.0
243.00,1779.71,-1341.96,341.14,2.501,0.00,50.0
244.00,1778.90,-1339.59,341.14,2.501,0.00,50.0
245.00,1778.09,-1337.23,341.14,2.501,0.00,50.0
246.00,1777.28,-1334.86,341.14,2.501,0.00,50.0
247.00,1776.47,-1332.49,341.14,2.501,0.00,50.0
248.00,1775.67,-1330.13,341.14,2.501,0.00,50.0
249.00,1774.86,-1327.76,341.14,2.501,0.00,50.0
250.00,1774.05,-1325.39,341.14,2.501,0.00,50.0
251.00,1773.24,-1323.03,341.14,2.501,0.00,50.0
252.00,1772.43,-1320.66,341.14,2.501,0.00,50.0
253.00,1771.62,-1318.29,341.14,2.501,0.00,50.0
254.00,1770.82,-1315.93,341.14,2.501,0.00,50.0
255.00,1770.01,-1313.56,341.14,2.501,0.00,50.0
256.00,1769.20,-1311.20,341.14,2.501,0.00,50.0
257.00,1768.39,-1308.83,341.14,2.501,0.00,50.0
258.00,1767.58,-1306.46,341.14,2.501,0.00,50.0
259.00,1766.77,-1304.10,341.14,2.501,0.00,50.0
260.00,1765.96,-1301.73,341.14,2.501,0.00,50.0
261.00,1765.16,-1299.36,341.14,2.501,0.00,50.0
262.00,1764.35,-1297.00,341.14,2.501,0.00,50.0
263.00,1763.54,-1294.63,341.14,2.501,0.00,50.0
264.00,1762.73,-1292.26,341.14,2.501,0.00,50.0
265.00,1761.92,-1289.90,341.14,2.501,0.00,50.0
266.00,1761.11,-1287.53,341.14,2.501,0.00,50.0
267.00,1760.31,-1285.16,341.14,2.501,0.00,50.0
268.00,1759.50,-1282.80,341.14,2.501,0.00,50.0
269.00,1758.69,-1280.43,341.14,2.501,0.00,50.0
270.00,1757.88,-1278.07,341.14,2.501,0.00,50.0
271.00,1757.07,-1275.70,341.14,2.501,0.00,50.0
272.00,1756.26,-1273.33,341.14,2.501,0.00,50.0
273.00,1755.46,-1270.97,341.14,2.501,0.00,50.0
