time_s,x_m,y_m,course_deg,speed_ms,rudder_deg,rpm_percent
116.00,8781.21,8851.75,0.00,2.735,0.00,50.0
117.00,8781.21,8854.48,0.00,2.730,0.00,50.0
118.00,8781.21,8857.21,0.00,2.726,0.00,50.0
119.00,8781.21,8859.93,0.00,2.721,0.00,50.0
120.00,8781.21,8862.65,0.00,2.717,0.00,50.0
121.00,8781.21,8865.36,0.00,2.713,0.00,50.0
122.00,8781.21,8868.07,0.00,2.708,0.00,50.0
123.00,8781.21,8870.77,0.00,2.704,0.00,50.0
124.00,8781.21,8873.47,0.00,2.700,0.00,50.0
125.00,8781.21,8876.17,0.00,2.696,0.00,50.0
126.00,8781.21,8878.86,0.00,2.692,0.00,50.0
